num__Age,num__Number of Dependents,num__Latitude,num__Longitude,num__Number of Referrals,num__Tenure in Months,num__Avg Monthly Long Distance Charges,num__Avg Monthly GB Download,num__Monthly Charge,num__Total Charges,num__Total Refunds,num__Total Extra Data Charges,num__Total Long Distance Charges,num__Total Revenue,num__Satisfaction Score,num__Population,bin__Gender,bin__Under 30,bin__Senior Citizen,bin__Married,bin__Dependents,bin__Referred a Friend,bin__Phone Service,bin__Multiple Lines,bin__Internet Service,bin__Online Security,bin__Online Backup,bin__Device Protection Plan,bin__Premium Tech Support,bin__Streaming TV,bin__Streaming Movies,bin__Streaming Music,bin__Unlimited Data,bin__Paperless Billing,cat__Offer_None,cat__Offer_Offer A,cat__Offer_Offer B,cat__Offer_Offer C,cat__Offer_Offer D,cat__Offer_Offer E,cat__Internet Type_Cable,cat__Internet Type_DSL,cat__Internet Type_Fiber Optic,cat__Internet Type_No internet service,cat__Contract_Month-to-Month,cat__Contract_One Year,cat__Contract_Two Year,cat__Payment Method_Bank Withdrawal,cat__Payment Method_Credit Card,cat__Payment Method_Mailed Check
-0.4145432023588844,-0.4926684037336,1.7904854708577715,-0.9927165642449889,0.9899561332957993,0.6879250852712175,-0.8718753529187715,-0.5356873573293015,-0.1954522162831247,0.3028472667606842,-0.2602730262917772,-0.2776973625744079,-0.3648067544479225,0.1299061545866796,-0.15700981361157385,-1.0121173438999151,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.775782638892941,-0.4926684037336,0.675221235315132,-1.1767614677445388,-0.6706825207052695,1.5639344682307381,-0.5748040425844674,0.10099945491421963,1.4667717167523304,2.348011646983867,5.234253847433094,-0.2776973625744079,0.25990764607571537,1.9245994555225512,0.6722474284190937,-0.6667622242272664,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.9473251637444635,-0.4926684037336,-0.87163792903257,0.8236051603032933,-0.3385547899050557,0.5627808877055718,-1.4886704700181002,0.05202354628010261,-1.060076762095922,-0.36790828301058376,-0.2602730262917772,-0.2776973625744079,-0.9370348317297371,-0.5734199306420956,-0.9862670556422414,0.4024976451994676,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.5326247289932563,-0.4926684037336,0.6448095191646653,-1.2513625568578464,-0.6706825207052695,-1.3978115408228793,-1.412946410521121,0.29690308945068766,0.9473267376787506,-1.0355465074739065,-0.2602730262917772,-0.2776973625744079,-0.9356573306486934,-1.1031951478520579,-1.815524297672909,-0.9461532883649562,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.8349806346024498,-0.4926684037336,-0.8895756610471847,0.7500440694600823,-0.6706825207052695,0.6044956202274536,0.8186480949967023,-0.8785187177681206,-0.7551122905107882,-0.14613601234393053,2.247271596954677,-0.2776973625744079,1.1196213763227245,0.20890208534680604,1.5015046704497612,-0.5889463591437929,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.8286147075408004,-0.4926684037336,-0.9729835529007342,0.8771562576686996,-0.6706825207052695,-0.8972347505602961,0.5099269293551705,-0.8785187177681206,0.45134056411171974,-0.6469420611068681,-0.2602730262917772,-0.2776973625744079,-0.4643989052560386,-0.6540451502795254,-0.9862670556422414,0.04222152227052168,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.775782638892941,-0.4926684037336,-0.9156848068698451,1.3945335951164048,0.9899561332957993,-0.31322849525394897,0.68402754477985,0.003047637645985601,0.618903460587068,-0.056153643525938476,-0.2602730262917772,-0.2776973625744079,0.13010465959274092,-0.0075791400295793605,-0.15700981361157385,-0.9407231764204177,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.5393051208395516,1.5650615139207624,0.49424215183428494,-1.1127162219114932,-0.3385547899050557,0.395921957618044,-1.2187821554006606,-1.0254464436704718,-1.5661167094514739,-0.7323700397586425,-0.2602730262917772,-0.2776973625744079,-0.7210144057896359,-0.7984198086399,1.5015046704497612,-0.41985739502733743,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.7694167118312915,-0.4926684037336,-1.1491924479920816,1.088389554837744,-0.6706825207052695,0.020489364921106545,1.7221590954905774,0.24792718081657067,0.7663588094853748,0.36026353502120656,-0.2602730262917772,-0.2776973625744079,1.1072591871338697,0.6145388334203169,0.6722474284190937,3.586762507841581,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.5389906560549058,-0.4926684037336,0.6608408703841866,-1.1693117031514182,-0.6706825207052695,-0.8138052855165322,-0.37610928817786293,-0.09490417962224842,-0.3797714024060079,-0.7426063632875688,-0.2602730262917772,-0.2776973625744079,-0.6334547857920051,-0.7804344258175963,-1.815524297672909,0.10912994510018306,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
